"location","hits","keyword","geo","gprop","end.date","start.date"
"Bahrain",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Bahamas",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Bosnia & Herzegovina",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"St. Barthélemy",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Belarus",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Belize",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Bermuda",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Bolivia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Brazil",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Barbados",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Brunei",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Bhutan",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Bouvet Island",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Botswana",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Central African Republic",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Cocos (Keeling) Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Switzerland",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Chile",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"China",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Côte d’Ivoire",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Cameroon",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Congo - Kinshasa",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Congo - Brazzaville",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Cook Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Comoros",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Cape Verde",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Cuba",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Curaçao",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Christmas Island",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Cayman Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Czechia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Germany",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Djibouti",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Dominica",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Dominican Republic",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Algeria",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Ecuador",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Egypt",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Eritrea",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Western Sahara",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Estonia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Ethiopia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Finland",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Fiji",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Falkland Islands (Islas Malvinas)",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Faroe Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Micronesia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Gabon",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Georgia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Guernsey",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Ghana",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Gibraltar",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Guinea",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Guadeloupe",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Gambia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Guinea-Bissau",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Equatorial Guinea",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Grenada",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Greenland",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Guatemala",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"French Guiana",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Guam",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Guyana",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Heard & McDonald Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Honduras",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Haiti",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Hungary",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"British Indian Ocean Territory",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Iran",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Iraq",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Iceland",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Jamaica",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Jordan",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Kenya",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Kyrgyzstan",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Cambodia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Kiribati",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"St. Kitts & Nevis",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"South Korea",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Kuwait",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Laos",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Lebanon",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Liberia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Libya",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"St. Lucia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Liechtenstein",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Lesotho",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Lithuania",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Latvia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Macau",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"St. Martin",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Morocco",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Monaco",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Moldova",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Madagascar",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Maldives",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Mexico",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Marshall Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Macedonia (FYROM)",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Mali",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Malta",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Myanmar (Burma)",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Montenegro",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Mongolia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Northern Mariana Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Mozambique",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Mauritania",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Montserrat",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Martinique",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Mauritius",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Malawi",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Malaysia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Mayotte",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Namibia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"New Caledonia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Niger",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Norfolk Island",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Nicaragua",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Niue",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Norway",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Nepal",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Nauru",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Oman",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Pakistan",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Panama",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Pitcairn Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Peru",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Palau",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Papua New Guinea",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Poland",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Puerto Rico",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"North Korea",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Paraguay",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Palestine",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"French Polynesia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Réunion",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Romania",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Rwanda",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Saudi Arabia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Sudan",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Senegal",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"South Georgia & South Sandwich Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"St. Helena",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Svalbard & Jan Mayen",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Solomon Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Sierra Leone",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"El Salvador",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"San Marino",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Somalia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"St. Pierre & Miquelon",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Serbia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"South Sudan",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"São Tomé & Príncipe",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Suriname",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Slovenia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Sweden",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Swaziland",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Sint Maarten",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Seychelles",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Syria",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Turks & Caicos Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Chad",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Togo",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Thailand",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Tajikistan",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Tokelau",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Turkmenistan",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Timor-Leste",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Tonga",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Trinidad & Tobago",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Tunisia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Turkey",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Tuvalu",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Taiwan",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Tanzania",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Uganda",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Ukraine",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"U.S. Outlying Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Uruguay",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Uzbekistan",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Vatican City",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"St. Vincent & Grenadines",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Venezuela",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"British Virgin Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"U.S. Virgin Islands",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Vietnam",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Vanuatu",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Wallis & Futuna",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Samoa",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Kosovo",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Yemen",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"Zambia",NA,"tick infestation","world","web",2018-04-05,2018-03-29
"United States","100","tick prevention","world","web",2018-04-05,2018-03-29
"Canada","74","tick prevention","world","web",2018-04-05,2018-03-29
"Australia","35","tick prevention","world","web",2018-04-05,2018-03-29
"United Kingdom","8","tick prevention","world","web",2018-04-05,2018-03-29
"India",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Russia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Isle of Man",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Jersey",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Zimbabwe",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Luxembourg",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Costa Rica",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Armenia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Cyprus",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Sri Lanka",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"South Africa",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Qatar",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"New Zealand",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"United Arab Emirates",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Singapore",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Ireland",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Israel",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Philippines",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Portugal",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Croatia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Slovakia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Hong Kong",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Nigeria",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Kazakhstan",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Denmark",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Greece",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Colombia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Belgium",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Netherlands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"France",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Italy",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Spain",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Indonesia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Japan",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Aruba",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Afghanistan",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Angola",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Anguilla",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Åland Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Albania",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Andorra",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Argentina",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"American Samoa",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Antarctica",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"French Southern Territories",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Antigua & Barbuda",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Austria",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Azerbaijan",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Burundi",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Benin",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Caribbean Netherlands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Burkina Faso",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Bangladesh",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Bulgaria",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Bahrain",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Bahamas",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Bosnia & Herzegovina",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"St. Barthélemy",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Belarus",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Belize",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Bermuda",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Bolivia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Brazil",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Barbados",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Brunei",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Bhutan",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Bouvet Island",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Botswana",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Central African Republic",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Cocos (Keeling) Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Switzerland",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Chile",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"China",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Côte d’Ivoire",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Cameroon",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Congo - Kinshasa",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Congo - Brazzaville",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Cook Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Comoros",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Cape Verde",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Cuba",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Curaçao",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Christmas Island",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Cayman Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Czechia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Germany",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Djibouti",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Dominica",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Dominican Republic",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Algeria",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Ecuador",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Egypt",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Eritrea",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Western Sahara",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Estonia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Ethiopia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Finland",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Fiji",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Falkland Islands (Islas Malvinas)",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Faroe Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Micronesia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Gabon",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Georgia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Guernsey",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Ghana",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Gibraltar",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Guinea",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Guadeloupe",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Gambia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Guinea-Bissau",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Equatorial Guinea",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Grenada",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Greenland",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Guatemala",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"French Guiana",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Guam",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Guyana",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Heard & McDonald Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Honduras",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Haiti",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Hungary",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"British Indian Ocean Territory",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Iran",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Iraq",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Iceland",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Jamaica",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Jordan",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Kenya",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Kyrgyzstan",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Cambodia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Kiribati",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"St. Kitts & Nevis",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"South Korea",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Kuwait",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Laos",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Lebanon",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Liberia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Libya",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"St. Lucia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Liechtenstein",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Lesotho",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Lithuania",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Latvia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Macau",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"St. Martin",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Morocco",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Monaco",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Moldova",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Madagascar",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Maldives",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Mexico",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Marshall Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Macedonia (FYROM)",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Mali",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Malta",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Myanmar (Burma)",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Montenegro",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Mongolia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Northern Mariana Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Mozambique",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Mauritania",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Montserrat",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Martinique",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Mauritius",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Malawi",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Malaysia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Mayotte",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Namibia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"New Caledonia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Niger",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Norfolk Island",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Nicaragua",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Niue",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Norway",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Nepal",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Nauru",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Oman",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Pakistan",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Panama",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Pitcairn Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Peru",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Palau",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Papua New Guinea",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Poland",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Puerto Rico",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"North Korea",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Paraguay",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Palestine",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"French Polynesia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Réunion",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Romania",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Rwanda",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Saudi Arabia",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Sudan",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Senegal",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"South Georgia & South Sandwich Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"St. Helena",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Svalbard & Jan Mayen",NA,"tick prevention","world","web",2018-04-05,2018-03-29
"Solomon Islands",NA,"tick prevention","world","web",2018-04-05,2018-03-29
